objectid,code,X,Y
1880,253M,179778.223499998,392099.577
1881,107EWS,180440.866999999,411702.721000001
1882,107EJS,179190.893199999,408521.1527
1883,105ADB,178653.252,410484.155999999
1884,105PDR,175617.767999999,414183.431000002
1885,261MZM,177597.340100002,389542.260000002
1886,108KIE,183176.776999999,406148.476
1887,234LHB,170755.490600001,391262.9221
1888,234PRA,172051.325800002,388416.4005
1889,253LG,183136.259300001,390961.847100001
1890,217PVS,165846.664900001,400542.8475
1891,114FF,191236.727899998,401100.5156
1892,AKW839d,146984.642999999,416042.785999998
1893,104CUQ,167128.688000001,421012.298
1894,114CXM,187311.488000002,401134.484000001
1895,275EIK,188305.403200001,381345.445500001
1896,102ABW,152682.981600001,415019.939300001
1897,211MVA,176520.5077,403253.182599999
1898,232B,168247.997000001,401875.033
1899,211OKS,161514.4595,408279.316100001
1900,251SPW,180004.089000002,397282.2535
1901,204CO,163131.607000001,409530.546
1902,227DB,168183.100000001,401935.791999999
1903,275HOB,188868.170600001,379642.7106
1904,275P,190256.601,375382.057
1905,108HKW,184223.344999999,404756.136999998
1906,114DET,189787.605999999,401836.897999998
1907,217KA,167583.706999999,396364.938999999
1908,254VDW,172261.6131,395674.743000001
1909,103KNL,165536.407699998,421312.844900001
1910,217ESG,166025.178199999,399633.570300002
1911,227G,169567.748,403138.403000001
1912,108ES,187536.936000001,403218.653999999
1913,211SPV,176387.903799999,401968.367899999
1914,114CXZ,188316.5156,401518.3884
1915,217JA,165676.057,396143.131999999
1916,114AQS,191011.318999998,397871.23
1917,110SNE,191745.738000002,407376.258000001
1918,217EB,167055.034000002,399478.509
1919,234LHE,170729.7733,391379.0055
1920,108SCH,185447.390000001,411550.155999999
1921,211KA,171824.9278,404817.4758
1922,107EBS,179764.338,405979.118999999
1923,253OHW,176176.8279,393876.3884
1924,108AA,185421.487,407037.66
1925,292F,186039.9855,374797.434099998
1926,275JI,188988.651999999,375914.076000001
1927,109WVD,192197.780999999,411273.605999999
1928,229B,165194.980999999,403839.414999999
1929,227DA,168112.616999999,402796.941
1930,261MZQ,177549.494899999,389607.989399999
1931,201OUB,153532.160999998,411312.68
1932,201NLR,154556.292300001,410418.513799999
1933,234PRI,171543.177499998,389941.9586
1934,253C,174332.577,394847.493999999
1935,103DSA,161803.141600002,419854.011799999
1936,280C,175691.517999999,379445.469999999
1937,227EA,169090.607999999,402017.561000001
1938,114CUB,185744.2315,400608.445
1939,104ESV,167034.990200002,423399.742800001
1940,105BRG,178270.151000001,415816.239999998
1941,114BBF,186085.403999999,397121.127999999
1942,227J,172188.460000001,402079.497000001
1943,107OGW,179271.300000001,406620.894000001
1944,235A,168510.170600001,400629.917399999
1945,217AA,159986.339699999,404755.942200001
1946,107P01,181156.056000002,413719.039000001
1947,AKW178a,187937.407000002,418711.969599999
1948,107VFS,178901.387699999,405988.218400002
1949,250MLW,174998.577100001,398765.423099998
1950,114CMS,187658.32,399313.964000002
1951,114CIE,186992.603999998,398668.254000001
1952,107P03,181473.629000001,412693.348000001
1953,114BQS,194719.291999999,400341.581
1954,217H,164885.629999999,398654.195
1955,107VHS,179489.728999998,406190.510000002
1956,201BGS,153973.342999998,411108.947999999
1957,AKW390-a,173314.232299998,423272.4714
1958,211LC,172559.502,404089.252
1959,254VON,172256.362199999,395666.438900001
1960,102LAG,152304.7256,414563.545400001
1961,108HES,186831.033599999,410307.3541
1962,287G,185818.5211,375843.695300002
1963,201E,169283.686999999,400523.265999999
1964,201HDK,154125.9186,411018.337200001
1965,114HEI,193617.737,403704.045000002
1966,234FM,172523.274,384443.43
1967,261BU,185541.93,381957.866
1968,251CN,180156.866999999,394834.283
1969,107GFC,180472.006999999,402268.646000002
1970,206F,155502.66,408653.291000001
1971,204EC,165663.699000001,413562.807999998
1972,261PLD,185409.164900001,391906.706300002
1973,227DPT,166573.0572,406213.7564
1974,261MZV,177448.8061,389662.286600001
1975,108HH,190616.4124,406061.859099999
1976,234PRQ,170556.651500002,390576.398600001
1977,217EH,165959.802999999,400970.901000001
1978,234CC,167857.965,392808.234000001
1979,114AVZ,190743.4276,398914.4276
1980,114FFC,192144.065000001,402079.111000001
1981,AKW286HV7,178686.7777,420060.874600001
1982,261MZX,177423.036699999,389675.477699999
1983,217ADE,161310.166999999,402548.638
1984,217VDS,163230.727000002,401457.372000001
1985,275O,188700.458000001,374463.438999999
1986,107P15,181951.267999999,401597.642000001
1987,251LAC,180447.8906,396478.204799999
1988,CKW1,195540.046300001,405036.981400002
1989,234B,169228.374000002,398293.556000002
1990,217AD,161853.8662,403130.921500001
1991,248I,177344.1351,399674.313200001
1992,105ADK,178505.507199999,411740.137200002
1993,108CIB,182024.686999999,406025.285
1994,108KAS,184628.973999999,405997.827
1995,114CKT,187836.09,398107.831
1996,211LO,174447.611000001,403547.741999999
1997,114RYL,194559.3413,402355.638300002
1998,261PDK,185561.626699999,391781.07
1999,289WJW,179962.610800002,377261.617899999
2000,238AA,169706.546399999,400046.323399998
2001,201VST,165858.063000001,402820.848000001
2002,287F,185188.796,376529.884
2003,217EG,163418.160999998,401891.934999999
2004,116VEE,148674.0636,412214.070099998
2005,108KDS,184948.337000001,406151.432
2006,AKW145,189279.566,415886.272999998
2007,108BB,189786.870000001,407369.184999999
2008,224AB,163551.879000001,404439.458000001
2009,234PRS,170580.075100001,390965.6534
2010,104CUZ,166990.605700001,421035.317000002
2011,227CC,169835.688000001,403244.447999999
2012,108KCS,184815.432,406155.249000002
2013,227C,167058.489,405279.342
2014,234PRF,171783.9465,389650.660500001
2015,234PRC,172003.772700001,388723.949200001
2016,114CPS,186381.662000001,399910.743999999
2017,108KJS,185056.793000001,408480.693999998
2018,112EOS,196718.431000002,401317.102000002
2019,107P04,181892.131999999,411108.068999998
2020,107REL,178650.546799999,406402.1261
2021,227E,168952.927499998,403091.1303
2022,108HRQ,182690.23,404164.965
2023,201HND,156194.919399999,408420.799199998
2024,AKW838b,147091.756200001,416130.352899998
2025,107BOE,181192.105,404264.067000002
2026,108KTS,188041.640000001,404486.359999999
2027,261MZT,177489.271299999,389641.848099999
2028,275JC,188395.896000002,377075.866999999
2029,114EE,188086.721999999,401625.820999999
2030,227CB,168754.861099999,405370.788800001
2031,229AA,165178.340999998,403775.339000002
2032,AKW838a,147094.287999999,416117.302999999
2033,234C,169609.375,397793.997000001
2034,206BSW,155298.568999998,405684.196600001
2035,217STG,159303.399,404446.893599998
2036,114DPS,190734.704999998,401713.813999999
2037,292GPW,183455.7696,374780.2577
2038,211RNW,170560.742400002,409418.0044
2039,110BHC,191119.784000002,404382.419
2040,261MZO,177573.046100002,389586.767000001
2041,114BRS,195300.707199998,400811.1943
2042,240E,172065.6065,398459.105700001
2043,211SDW,175945.041900001,404072.131000001
2044,254PRL,172285.565499999,394601.689599998
2045,280DHS,177434.012699999,374892.635699999
2046,108PST,185004.756999999,406951.024999999
2047,114CZS,188685.839000002,400424.438999999
2048,206EAA,154994.710999999,408747.368000001
2049,206G,155925.377999999,408180.252999999
2050,280A,176761.397999998,380923.631999999
2051,114RYK,194706.394000001,402194.570999999
2052,217EL,167686.352000002,398131.019000001
2053,114DES,189553.631999999,401567.109000001
2054,227F,169209.846000001,403073.318999998
2055,206ED,154874.351300001,406378.067499999
2056,114CVB,186357.076000001,401200.504999999
2057,116BRU,146586.909000002,412535.840999998
2058,217BWG,169845.592500001,396876.381900001
2059,217C,161829.335000001,404567.513
2060,117MOP,143887.679400001,411260.319499999
2061,261JR,187171.103,387963.934999999
2062,211LFA,174254.970600002,404124.473700002
2063,110VSW,191988.252999999,410933.140999999
2064,201H,173260.978,399804.265999999
2065,AKW101,192222.666999999,413471.438000001
2066,234LHD,170753.198800001,391276.7905
2067,261BAA,178156.07,389197.037
2068,118HSF,137777.927099999,408962.968899999
2069,250BA,174565.595199998,398718.758699998
2070,114BRO,192898.98,403244.326000001
2071,107P08,179900.173,408483.853999998
2072,261BII,184839.171999998,383045.388
2073,234PRM,170944.772399999,390069.8169
2074,114DEU,187309.196400002,400226.716699999
2075,EKW2,197511.881000001,402638.936999999
2076,201HER,155649.3539,408819.476100002
2077,275LEI,186615.768399999,380204.408399999
2078,203IF,158819.738000002,406610.322000001
2079,211NKW,172304.547800001,406053.899300002
2080,107GFK,179093.783,402856.276000001
2081,201OWG,153520.772999998,411282.826000001
2082,251CA,174987.3495,397879.9608
2083,101BCS,159557.715,423436.802999999
2084,254SDW,172314.634599999,395594.808699999
2085,204BA,157993.221900001,412484.760899998
2086,204I,166216.903999999,411875.570999999
2087,108GWA,186974.217,409502.57
2088,107P06,181366.006000001,410264.017999999
2089,EKW10,197032.645599999,403348.176600002
2090,AKW390-b,173323.357500002,423285.264199998
2091,275HGE,188710.477400001,380124.016199999
2092,AKW785HV1,151442.534000002,416878.327
2093,217I,165676.828000002,397967.695
2094,261COB,187911.228999998,383625.686000001
2095,230BAC,166286.796,401440.363000002
2096,201WPT,172910.028000001,392927.407000002
2097,118PVW,134104.469999999,414802.550000001
2098,217M,170212.919,396823.256000001
2099,203VWW,156130.791000001,408037.237
2100,118KBH,141113.851,413612.043000001
2101,103KNW,165535.2533,421312.847600002
2102,103GEW,162299.997000001,420417.199000001
2103,104BE,164848.9175,424211.264899999
2104,104FBX,172684.732999999,422401.831999999
2105,261CTF,186378.721999999,383639.612
2106,205WRS,158092.750999998,411583.192000002
2107,204GDD,165111.395,414201.158
2108,204ZGS,161383.752,414855.892999999
2109,204JKS,164197.998,410837.954999998
2110,204KMW,165114.613000002,408985.974
2111,234LGD,170781.261,395338.570999999
2112,234SEW,167153.403000001,391435.693
2113,AKW46,193660.236000001,409522.712000001
2114,234ECB,171673.465999998,385890.281
2115,234ECC,171581.728,385996.627999999
2116,251DP,180957.576000001,395189.833000001
2117,258KND,173048.412,392212.285999998
2118,104DW,169355.782000002,423968.239999998
2119,103FBR,165371.813000001,421283.265999999
2120,103BDS,154011.596000001,415894.471000001
2121,AKW232,182602.282000002,418032.82
2122,118CXA,138045.441,415271.745999999
2123,AKW845,146432.028000001,415977.359000001
2124,107A3,185229.182999998,400813.555
2125,103KSI,159989.249000002,420225.521000002
2126,119IZW,150843.186999999,410863.015999999
2127,104BS,164082.116999999,424331.436999999
2128,104G1,169466.329599999,421875.059099998
2129,204VBS,162545.592700001,413521.949000001
2130,234BDH,170869.770199999,386882.226
2131,234BDE,170850.022599999,386731.642099999
2132,201HRS,156173.056699999,408418.9034
2133,204HDN,162467.6708,413101.533399999
2134,117ENGa,147297.679099999,414042.9065
2135,117ENGb,147278.5416,414033.079100002
2136,101BWS,156411.653000001,423129.338
2137,103BIB,163803.103999998,422964.649
2138,105BUS,178133.134,415664.789999999
